DATE;DESCRIPTION;VALUE
11/09/2017;PURCHASE CARD 1234XXXXXXXX5678 LEROY MERLIN ;-17.70
11/09/2017;PURCHASE CARD 1234XXXXXXXX5678 LEROY MERLIN ;-7.37
11/09/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-113.18
11/09/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-49.78
11/09/2017;PURCHASE CARD 1234XXXXXXXX5678 SHOP;-42.48
12/09/2017;INSURANCE;-236.62
12/09/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-22.49
12/09/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-1.00
12/09/2017;TRANSFER;-16.50
13/09/2017;PHONE COMPANY;-79.83
14/09/2017;PURCHASE CARD 1234XXXXXXXX5678 11.09 INTERNET HOSTING COMPANY;-24.19
14/09/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-33.37
15/09/2017;PURCHASE CARD 1234XXXXXXXX5678 MAKRO ;-20.20
15/09/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-15.52
15/09/2017;TRANSFER;-4,144.00
15/09/2017;TRANSFER;4,144.60
18/09/2017;ATM 1234XXXXXXXX5678 01.02;-70.00
18/09/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.70
18/09/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-22.21
18/09/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-20.87
18/09/2017;PURCHASE CARD 1234XXXXXXXX5678 VORWERK;-5.60
19/09/2017;CANCEL PURCHASE CARD 1234XXXXXXXX5678 11.09 AMAZON;1.00
19/09/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-2.50
19/09/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-7.90
19/09/2017;PURCHASE CARD 1234XXXXXXXX5678 PRIMARK;-35.50
20/09/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-21.37
21/09/2017;BANKING COMMISSION;-0.75
21/09/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-62.23
21/09/2017;PURCHASE CARD 1234XXXXXXXX5678 LEROY MERLIN ;-28.35
21/09/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-10.75
21/09/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-20.41
21/09/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-25.05
25/09/2017;ATM 1234XXXXXXXX5678 01.02;-100.00
25/09/2017;DEBIT PAYMENTS WATER COMPANY;-72.22
25/09/2017;PURCHASE CARD 1234XXXXXXXX5678 BOOKSHOP;-61.00
25/09/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-54.50
25/09/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-7.00
25/09/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-19.54
25/09/2017;PURCHASE CARD 1234XXXXXXXX5678 HEALTH;-117.00
25/09/2017;PURCHASE CARD 1234XXXXXXXX5678 LEROY MERLIN ;-4.43
25/09/2017;PURCHASE CARD 1234XXXXXXXX5678 LEROY MERLIN ;-22.32
25/09/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-48.69
25/09/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-19.11
25/09/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-4.15
25/09/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-11.60
25/09/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT JOGESHWAR;-18.65
26/09/2017;ELECTRIC COMPANY ;-68.22
27/09/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-44.44
28/09/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-6.80
28/09/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-14.40
28/09/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-52.44
28/09/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-3.55
28/09/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-9.13
28/09/2017;PURCHASE CARD 1234XXXXXXXX5678 TOY SHOP;-9.95
28/09/2017;TRANSFER;2,900.00
29/09/2017;INSURANCE;-275.02
29/09/2017;TRANSFER;100.00
02/10/2017;ATM 1234XXXXXXXX5678 01.02;-120.00
02/10/2017;ATM 1234XXXXXXXX5678 01.02;-40.00
02/10/2017;DEBIT PAYMENTS FINANCIAL AGENT;-27.83
02/10/2017;DEBIT PAYMENTS INSURANCE COMPANY;-35.27
02/10/2017;PAYROLL;106.25
02/10/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-2.48
02/10/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-12.22
02/10/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-16.00
02/10/2017;PURCHASE CARD 1234XXXXXXXX5678 DECATHLON ;-53.99
02/10/2017;PURCHASE CARD 1234XXXXXXXX5678 HARDWARE STORE;-4.52
02/10/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-131.82
02/10/2017;PURCHASE CARD 1234XXXXXXXX5678 NETFLIX;-7.99
02/10/2017;PURCHASE CARD 1234XXXXXXXX5678 PRIMARK;-31.00
02/10/2017;PURCHASE CARD 1234XXXXXXXX5678 TOY SHOP;-16.48
02/10/2017;REFUND 1234XXXXXXXX5678 28.09 MARKET JOGESHWAR ;6.90
02/10/2017;TRANSFER;-106.00
03/10/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-7.90
04/10/2017;COMMUNITY OF OWNERS;-74.49
04/10/2017;PURCHASE CARD 1234XXXXXXXX5678 30.09 HIGHWAY COMPANY;-3.35
04/10/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-28.94
04/10/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-18.31
05/10/2017;ELECTRIC COMPANY ;-29.38
05/10/2017;HOME LOAN;-19.27
05/10/2017;PURCHASE CARD 1234XXXXXXXX5678 ACADEMY;-67.00
05/10/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-8.80
05/10/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-61.50
05/10/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-9.99
06/10/2017;INSURANCE;-9.97
06/10/2017;INTEREST SETTLEMENT;1.47
06/10/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-88.90
06/10/2017;PURCHASE CARD 1234XXXXXXXX5678 SOLA MOVIL;-579.78
09/10/2017;PURCHASE CARD 1234XXXXXXXX5678 CELEBRATION;-321.30
09/10/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-5.95
09/10/2017;PURCHASE CARD 1234XXXXXXXX5678 LEFTIES;-10.00
09/10/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-38.11
09/10/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-18.38
10/10/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-7.00
10/10/2017;PURCHASE CARD 1234XXXXXXXX5678 VORWERK;-99.00
10/10/2017;TRANSFER;300.00
11/10/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-15.00
11/10/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
11/10/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-38.29
11/10/2017;REFUND 1234XXXXXXXX5678 09.10 MARKET JOGESHWAR ;9.99
12/10/2017;DEBIT PAYMENTS MAMAMUSICA;-45.00
